RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
    6    9     0     0  con    0  1.0D+00  5.3D-03  1.845D-03  1.052D+00
    7   10     0     0  con    0  1.0D+00  1.0D-02  1.355D-03  1.052D+00
    8   11     0     0  con    0  1.0D+00  1.6D-02  1.528D-03  1.052D+00
    9   12     0     0  con    0  1.0D+00  2.2D-02  1.708D-03  1.052D+00
   10   13     0     0  con    0  1.0D+00  1.5D-03  3.673D-04  1.052D+00
   11   14     0     0  con    0  1.0D+00  1.5D-03  3.306D-04  1.052D+00
   12   15     0     0  con    0  1.0D+00  7.7D-04  3.167D-04  1.052D+00
   13   16     0     0  con    0  1.0D+00  4.1D-03  3.358D-04  1.052D+00
   14   18     0     0  con    1  3.4D-01  4.0D-03  3.603D-03  1.052D+00
   15   19     0     0  con    0  1.0D+00  1.1D-02  2.139D-03  1.052D+00
   16   20     0     0  con    0  1.0D+00  2.3D-02  1.401D-03  1.052D+00
   17   21     0     0  con    0  1.0D+00  3.0D-02  2.434D-03  1.052D+00
   18   22     0     0  con    0  1.0D+00  2.0D-02  1.368D-03  1.052D+00
   19   23     0     0  con    0  1.0D+00  9.5D-03  5.748D-04  1.052D+00
   20   24     0     0  con    0  1.0D+00  5.2D-03  2.119D-04  1.052D+00
   21   25     0     0  con    0  1.0D+00  1.7D-03  3.684D-04  1.052D+00
   22   26     0     0  con    0  1.0D+00  6.6D-04  3.185D-04  1.052D+00
   23   27     0     0  con    0  1.0D+00  2.0D-03  2.596D-05  1.052D+00
   24   28     0     0  con    0  1.0D+00  3.0D-04  1.306D-05  1.052D+00
   25   29     0     0  con    0  1.0D+00  2.5D-04  7.594D-06  1.052D+00
   26   31     0     0  con    1  4.3D-01  3.5D-05  4.907D-06  1.052D+00
   27   32     0     0  con    0  1.0D+00  3.7D-05  1.026D-05  1.052D+00
   28   34     0     0  con    1  5.2D-01  9.9D-06  7.772D-07  1.052D+00
   29   35     0     0  con    0  1.0D+00  3.3D-06  4.441D-08  1.052D+00
   30   38     0     0  con    2  6.5D-02  6.7D-07  1.554D-07  1.052D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            3     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.958D-03  1.063D+00
    1    3     1     0  ---    1  5.4D-01  1.1D-03  7.794D-06  1.063D+00
    2    4     0     0  con    0  1.0D+00  4.5D-06  6.750D-06  1.063D+00
    3    5     0     0  con    0  1.0D+00  2.1D-05  3.886D-06  1.063D+00
    4    6     0     0  con    0  1.0D+00  7.1D-06  8.438D-07  1.063D+00
    5    7     0     0  con    0  1.0D+00  2.2D-06  8.216D-07  1.063D+00
    6    8     0     0  con    0  1.0D+00  4.2D-06  1.532D-06  1.063D+00
    7    9     0     0  con    0  1.0D+00  1.3D-05  3.575D-06  1.063D+00
    8   10     0     0  con    0  1.0D+00  6.5D-05  9.970D-06  1.063D+00
    9   12     0     0  con    1  5.0D+00  2.0D-04  1.656D-05  1.063D+00
   10   13     0     0  con    0  1.0D+00  1.6D-03  4.423D-05  1.063D+00
   11   14     0     0  con    0  1.0D+00  3.9D-03  8.256D-05  1.063D+00
   12   15     0     0  con    0  1.0D+00  9.6D-03  1.349D-04  1.063D+00
   13   16     0     0  con    0  1.0D+00  2.2D-02  1.934D-04  1.063D+00
   14   17     0     0  con    0  1.0D+00  6.5D-02  2.678D-04  1.063D+00
   15   18     0     0  con    0  1.0D+00  5.0D-02  2.243D-04  1.063D+00
   16   19     0     0  con    0  1.0D+00  3.4D-02  9.925D-05  1.063D+00
   17   20     0     0  con    0  1.0D+00  4.7D-04  2.118D-05  1.063D+00
   18   21     0     0  con    0  1.0D+00  1.1D-03  5.773D-07  1.063D+00
   19   22     0     0  con    0  1.0D+00  2.6D-05  0.000D+00  1.063D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            3     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.944D-03  1.062D+00
    1    3     1     0  ---    1  5.4D-01  1.0D-03  8.948D-06  1.062D+00
    2    4     0     0  con    0  1.0D+00  5.0D-06  7.727D-06  1.062D+00
    3    5     0     0  con    0  1.0D+00  2.8D-05  2.509D-06  1.062D+00
    4    6     0     0  con    0  1.0D+00  3.8D-06  1.332D-07  1.062D+00
    5    7     0     0  con    0  1.0D+00  1.6D-07  1.332D-07  1.062D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            3     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.956D-03  1.063D+00
    1    3     1     0  ---    1  5.4D-01  1.0D-03  1.084D-05  1.063D+00
    2    4     0     0  con    0  1.0D+00  5.9D-06  9.392D-06  1.063D+00
    3    5     0     0  con    0  1.0D+00  3.8D-05  7.994D-07  1.063D+00
    4    8     0     0  con    2  2.1D+01  6.7D-05  3.508D-06  1.063D+00
    5    9     0     0  con    0  1.0D+00  8.6D-04  2.629D-05  1.063D+00
    6   10     0     0  con    0  1.0D+00  2.1D-03  5.509D-05  1.063D+00
    7   11     0     0  con    0  1.0D+00  6.5D-03  1.061D-04  1.063D+00
    8   12     0     0  con    0  1.0D+00  1.3D-02  1.554D-04  1.063D+00
    9   13     0     0  con    0  1.0D+00  3.9D-02  2.255D-04  1.063D+00
   10   14     0     0  con    0  1.0D+00  5.9D-02  2.367D-04  1.063D+00
   11   15     0     0  con    0  1.0D+00  6.0D-02  1.466D-04  1.063D+00
   12   16     0     0  con    0  1.0D+00  3.7D-03  5.043D-05  1.063D+00
   13   17     0     0  con    0  1.0D+00  2.2D-03  1.554D-06  1.063D+00
   14   18     0     0  con    0  1.0D+00  4.6D-03  1.732D-06  1.063D+00
   15   19     0     0  con    0  1.0D+00  1.0D-05  1.110D-07  1.063D+00
   16   20     0     0  con    0  1.0D+00  2.0D-06  2.220D-08  1.063D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            3     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.956D-03  1.063D+00
    1    3     1     0  ---    1  5.4D-01  1.0D-03  1.084D-05  1.063D+00
    2    4     0     0  con    0  1.0D+00  5.9D-06  9.392D-06  1.063D+00
    3    5     0     0  con    0  1.0D+00  3.8D-05  7.994D-07  1.063D+00
    4    8     0     0  con    2  2.1D+01  6.7D-05  3.508D-06  1.063D+00
    5    9     0     0  con    0  1.0D+00  8.6D-04  2.629D-05  1.063D+00
    6   10     0     0  con    0  1.0D+00  2.1D-03  5.509D-05  1.063D+00
    7   11     0     0  con    0  1.0D+00  6.5D-03  1.061D-04  1.063D+00
    8   12     0     0  con    0  1.0D+00  1.3D-02  1.554D-04  1.063D+00
    9   13     0     0  con    0  1.0D+00  3.9D-02  2.255D-04  1.063D+00
   10   14     0     0  con    0  1.0D+00  5.9D-02  2.367D-04  1.063D+00
   11   15     0     0  con    0  1.0D+00  6.0D-02  1.466D-04  1.063D+00
   12   16     0     0  con    0  1.0D+00  3.7D-03  5.043D-05  1.063D+00
   13   17     0     0  con    0  1.0D+00  2.2D-03  1.554D-06  1.063D+00
   14   18     0     0  con    0  1.0D+00  4.6D-03  1.732D-06  1.063D+00
   15   19     0     0  con    0  1.0D+00  1.0D-05  1.110D-07  1.063D+00
   16   20     0     0  con    0  1.0D+00  2.0D-06  2.220D-08  1.063D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
